Airline,Source,Destination,Total_Stops,Day,Month,Total_Duration
Multiple carriers,Delhi,Cochin,2,12,6,7.666666666666667
IndiGo,Banglore,Delhi,0,27,5,2.8333333333333335
Air Asia,Kolkata,Banglore,2,6,6,8.333333333333334
Multiple carriers,Delhi,Cochin,1,21,5,9.333333333333334
Air India,Kolkata,Banglore,0,27,5,2.5
Jet Airways,Delhi,Cochin,1,3,6,10.166666666666666
Multiple carriers,Delhi,Cochin,1,24,6,9.0
Multiple carriers,Delhi,Cochin,1,21,3,7.5
GoAir,Delhi,Cochin,1,21,4,7.666666666666667
Jet Airways,Delhi,Cochin,2,27,5,23.166666666666668
Jet Airways,Kolkata,Banglore,1,1,5,5.5
Jet Airways,Banglore,Delhi,0,6,4,2.75
Jet Airways,Banglore,Delhi,0,12,4,2.9166666666666665
IndiGo,Delhi,Cochin,1,18,5,16.25
GoAir,Banglore,Delhi,1,1,3,4.5
Air India,Delhi,Cochin,1,15,5,6.25
Jet Airways,Kolkata,Banglore,1,21,5,7.083333333333333
Jet Airways,Banglore,Delhi,0,24,6,3.0
IndiGo,Chennai,Kolkata,0,12,3,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,1,5,24.916666666666668
GoAir,Delhi,Cochin,1,1,6,6.166666666666667
Jet Airways,Kolkata,Banglore,1,9,6,12.916666666666666
Jet Airways,Kolkata,Banglore,1,21,5,11.416666666666666
IndiGo,Delhi,Cochin,1,6,3,13.5
SpiceJet,Banglore,Delhi,0,6,4,2.8333333333333335
Jet Airways,Kolkata,Banglore,1,15,5,16.75
Jet Airways,Banglore,Delhi,1,1,3,15.333333333333334
Jet Airways,Banglore,Delhi,1,15,3,6.25
IndiGo,Banglore,Delhi,0,3,4,3.0
Air India,Delhi,Cochin,1,24,6,12.25
Jet Airways,Kolkata,Banglore,1,24,5,17.083333333333332
IndiGo,Kolkata,Banglore,0,15,6,2.5833333333333335
Jet Airways,Kolkata,Banglore,1,9,6,22.166666666666668
Jet Airways,Kolkata,Banglore,1,9,6,9.5
SpiceJet,Banglore,Delhi,0,9,6,2.9166666666666665
Jet Airways,Delhi,Cochin,1,6,3,9.833333333333334
SpiceJet,Kolkata,Banglore,0,15,5,2.5
Jet Airways,Delhi,Cochin,1,27,5,23.25
Jet Airways,Delhi,Cochin,2,6,6,13.833333333333334
Jet Airways,Delhi,Cochin,2,15,6,15.166666666666666
Multiple carriers,Delhi,Cochin,1,15,6,13.0
Multiple carriers,Delhi,Cochin,1,24,6,15.0
Multiple carriers,Delhi,Cochin,1,21,5,6.583333333333333
Jet Airways,Banglore,Delhi,1,6,3,22.5
Jet Airways,Delhi,Cochin,2,9,3,14.666666666666666
Jet Airways,Kolkata,Banglore,1,1,5,28.833333333333332
Air India,Kolkata,Banglore,1,12,6,24.0
Multiple carriers,Delhi,Cochin,1,27,6,11.75
IndiGo,Delhi,Cochin,1,6,3,15.666666666666666
Jet Airways,Delhi,Cochin,1,12,6,13.75
Jet Airways,Mumbai,Hyderabad,0,1,3,1.4166666666666667
Air India,Banglore,Delhi,0,24,5,2.75
Air India,Delhi,Cochin,2,21,3,24.75
Multiple carriers,Delhi,Cochin,1,15,6,15.5
IndiGo,Mumbai,Hyderabad,0,15,3,1.5
IndiGo,Mumbai,Hyderabad,0,18,5,1.5
Multiple carriers,Delhi,Cochin,2,27,6,7.666666666666667
SpiceJet,Delhi,Cochin,1,21,4,4.5
Jet Airways,Kolkata,Banglore,1,15,5,6.666666666666667
Jet Airways,Delhi,Cochin,2,27,5,26.916666666666668
GoAir,Banglore,Delhi,0,1,5,2.8333333333333335
Air India,Kolkata,Banglore,2,12,6,20.25
Jet Airways,Kolkata,Banglore,1,24,5,25.75
IndiGo,Kolkata,Banglore,0,15,4,2.75
Air India,Banglore,Delhi,2,1,3,29.916666666666668
Multiple carriers,Delhi,Cochin,1,9,4,10.25
Air Asia,Banglore,Delhi,0,15,5,2.75
GoAir,Banglore,Delhi,0,1,3,2.9166666666666665
Jet Airways,Banglore,Delhi,0,1,4,3.0
Jet Airways,Banglore,Delhi,0,6,5,3.0
IndiGo,Delhi,Cochin,1,3,3,10.583333333333334
Jet Airways,Delhi,Cochin,1,27,5,8.666666666666666
Multiple carriers,Delhi,Cochin,1,18,5,7.75
Air India,Delhi,Cochin,1,6,6,14.583333333333334
SpiceJet,Delhi,Cochin,1,1,4,4.5
Jet Airways,Kolkata,Banglore,1,9,5,11.5
Air India,Delhi,Cochin,2,6,6,19.666666666666668
Air India,Delhi,Cochin,2,6,6,7.25
Jet Airways,Kolkata,Banglore,1,24,3,9.5
Jet Airways,Delhi,Cochin,2,9,5,29.333333333333332
Air Asia,Delhi,Cochin,1,1,6,10.416666666666666
Air India,Banglore,Delhi,2,12,3,24.583333333333332
Jet Airways,Delhi,Cochin,2,9,6,27.0
SpiceJet,Kolkata,Banglore,0,24,4,2.5833333333333335
IndiGo,Chennai,Kolkata,0,15,6,2.3333333333333335
SpiceJet,Kolkata,Banglore,1,9,6,7.25
Jet Airways,Kolkata,Banglore,1,24,5,14.0
Air India,Banglore,Delhi,0,24,4,2.75
Vistara,Kolkata,Banglore,1,9,6,25.916666666666668
Jet Airways,Mumbai,Hyderabad,0,18,6,1.4166666666666667
Air India,Delhi,Cochin,2,1,6,23.5
Air Asia,Banglore,Delhi,0,3,4,2.8333333333333335
Air India,Kolkata,Banglore,2,21,5,13.5
Jet Airways,Kolkata,Banglore,1,21,5,28.833333333333332
IndiGo,Chennai,Kolkata,0,27,6,2.4166666666666665
Air India,Delhi,Cochin,2,12,6,26.583333333333332
Multiple carriers,Delhi,Cochin,1,6,3,8.0
Jet Airways,Banglore,Delhi,0,27,6,3.0
IndiGo,Mumbai,Hyderabad,0,24,5,1.5
IndiGo,Delhi,Cochin,1,27,5,14.916666666666666
SpiceJet,Mumbai,Hyderabad,0,6,6,1.5
Multiple carriers,Delhi,Cochin,1,12,6,8.0
IndiGo,Mumbai,Hyderabad,0,18,6,1.5
Jet Airways,Banglore,Delhi,0,1,6,3.0
Multiple carriers,Delhi,Cochin,1,9,5,12.0
Jet Airways,Kolkata,Banglore,1,1,5,11.083333333333334
Jet Airways,Kolkata,Banglore,1,9,6,26.166666666666668
Jet Airways,Kolkata,Banglore,1,6,5,7.916666666666667
GoAir,Kolkata,Banglore,1,24,5,8.25
Jet Airways,Banglore,Delhi,0,27,5,3.0
Vistara,Banglore,Delhi,0,24,3,2.9166666666666665
Jet Airways,Kolkata,Banglore,1,18,5,12.25
Jet Airways,Banglore,Delhi,1,12,3,4.666666666666667
Jet Airways,Delhi,Cochin,1,27,5,13.75
Vistara,Kolkata,Banglore,1,9,5,15.5
Air Asia,Banglore,Delhi,0,15,4,2.8333333333333335
Jet Airways,Banglore,Delhi,1,6,3,6.75
GoAir,Delhi,Cochin,1,24,4,6.166666666666667
Jet Airways,Banglore,Delhi,1,18,3,12.083333333333334
IndiGo,Delhi,Cochin,1,9,4,10.5
Jet Airways,Kolkata,Banglore,1,6,5,21.416666666666668
Jet Airways,Delhi,Cochin,2,21,3,26.666666666666668
Jet Airways,Kolkata,Banglore,1,12,5,21.583333333333332
Vistara,Delhi,Cochin,0,12,5,3.1666666666666665
Multiple carriers,Delhi,Cochin,1,3,3,11.333333333333334
Multiple carriers,Delhi,Cochin,1,6,3,9.5
Jet Airways,Delhi,Cochin,1,27,6,16.75
Jet Airways,Kolkata,Banglore,1,18,5,12.5
Jet Airways,Kolkata,Banglore,1,1,4,9.583333333333334
Jet Airways,Kolkata,Banglore,1,6,5,25.0
Air India,Delhi,Cochin,1,1,6,10.25
Air India,Delhi,Cochin,1,18,5,8.666666666666666
Jet Airways,Delhi,Cochin,1,9,3,8.666666666666666
IndiGo,Delhi,Cochin,1,1,6,12.5
IndiGo,Mumbai,Hyderabad,0,1,4,1.5
Jet Airways,Kolkata,Banglore,2,6,6,24.916666666666668
Air India,Kolkata,Banglore,2,12,6,19.75
IndiGo,Delhi,Cochin,1,15,6,11.083333333333334
Air India,Kolkata,Banglore,0,12,6,2.5
Jet Airways,Kolkata,Banglore,1,21,5,26.833333333333332
Multiple carriers,Delhi,Cochin,1,3,6,7.583333333333333
Multiple carriers,Delhi,Cochin,1,9,5,10.5
Jet Airways,Delhi,Cochin,2,27,6,24.666666666666668
Air India,Kolkata,Banglore,1,9,5,22.5
Jet Airways,Banglore,Delhi,1,6,3,11.583333333333334
Vistara,Kolkata,Banglore,1,6,6,25.916666666666668
IndiGo,Kolkata,Banglore,1,1,4,5.333333333333333
Multiple carriers,Delhi,Cochin,1,15,6,15.416666666666666
Air India,Delhi,Cochin,2,9,4,21.25
Jet Airways,Delhi,Cochin,1,9,5,25.5
SpiceJet,Chennai,Kolkata,0,21,6,2.3333333333333335
Jet Airways,Kolkata,Banglore,1,9,6,6.583333333333333
IndiGo,Banglore,Delhi,0,24,3,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,1,6,7.583333333333333
IndiGo,Mumbai,Hyderabad,0,3,4,1.5
Multiple carriers,Delhi,Cochin,1,9,6,11.0
IndiGo,Banglore,Delhi,0,15,6,3.0
Jet Airways,Delhi,Cochin,1,6,3,20.416666666666668
SpiceJet,Kolkata,Banglore,0,27,5,2.5833333333333335
IndiGo,Banglore,Delhi,0,15,4,2.8333333333333335
Jet Airways,Delhi,Cochin,2,27,5,18.75
IndiGo,Delhi,Cochin,1,21,3,12.583333333333334
Air India,Mumbai,Hyderabad,0,6,6,1.3333333333333333
Air India,Banglore,Delhi,2,1,3,24.583333333333332
SpiceJet,Mumbai,Hyderabad,0,18,3,1.3333333333333333
Jet Airways,Kolkata,Banglore,1,6,6,7.25
Jet Airways,Delhi,Cochin,1,15,6,16.75
Air India,Kolkata,Banglore,2,24,5,7.416666666666667
Jet Airways,Kolkata,Banglore,1,24,3,26.75
IndiGo,Delhi,Cochin,1,9,6,11.75
Jet Airways,Delhi,Cochin,2,15,6,21.666666666666668
Jet Airways,Delhi,Cochin,1,24,6,28.0
IndiGo,Delhi,Cochin,1,27,3,8.0
Jet Airways,Banglore,Delhi,1,9,3,10.25
Multiple carriers,Delhi,Cochin,1,24,6,15.166666666666666
Jet Airways,Mumbai,Hyderabad,0,15,6,1.5
GoAir,Banglore,Delhi,0,12,4,2.9166666666666665
Jet Airways,Kolkata,Banglore,1,9,6,20.333333333333332
Multiple carriers,Delhi,Cochin,1,15,6,14.0
Jet Airways,Delhi,Cochin,1,21,3,7.583333333333333
SpiceJet,Kolkata,Banglore,0,24,5,2.5
Jet Airways,Kolkata,Banglore,1,9,5,14.583333333333334
Multiple carriers,Delhi,Cochin,1,27,6,8.666666666666666
Jet Airways,Kolkata,Banglore,1,12,6,9.833333333333334
Jet Airways,Kolkata,Banglore,1,6,6,11.416666666666666
IndiGo,Banglore,Delhi,0,18,5,2.9166666666666665
Jet Airways,Banglore,Delhi,0,9,5,3.0
Air India,Banglore,Delhi,1,1,3,20.0
Air India,Kolkata,Banglore,2,9,5,28.333333333333332
Jet Airways,Delhi,Cochin,0,21,5,3.25
Multiple carriers,Delhi,Cochin,1,9,6,8.416666666666666
Air India,Mumbai,Hyderabad,0,27,3,1.25
Multiple carriers,Delhi,Cochin,1,27,3,12.583333333333334
IndiGo,Banglore,Delhi,0,1,3,2.8333333333333335
Jet Airways,Delhi,Cochin,1,18,5,6.583333333333333
Jet Airways,Kolkata,Banglore,1,15,5,28.833333333333332
Jet Airways,Mumbai,Hyderabad,0,9,3,1.5
Jet Airways,Banglore,Delhi,1,21,3,20.0
Jet Airways,Kolkata,Banglore,1,21,5,23.833333333333332
Air India,Delhi,Cochin,0,27,4,2.8333333333333335
Jet Airways,Delhi,Cochin,2,24,6,13.5
Jet Airways,Delhi,Cochin,2,9,6,22.916666666666668
Multiple carriers,Delhi,Cochin,1,27,5,11.0
Jet Airways,Banglore,Delhi,1,21,3,22.75
Air India,Delhi,Cochin,2,6,6,21.25
IndiGo,Delhi,Cochin,1,3,3,14.833333333333334
Jet Airways,Delhi,Cochin,1,18,5,11.0
Jet Airways,Banglore,Delhi,1,1,3,5.083333333333333
IndiGo,Mumbai,Hyderabad,0,24,3,1.5
SpiceJet,Chennai,Kolkata,0,24,5,2.3333333333333335
SpiceJet,Mumbai,Hyderabad,0,27,6,1.5
Multiple carriers,Delhi,Cochin,1,24,6,9.0
IndiGo,Delhi,Cochin,0,3,6,3.25
Air Asia,Banglore,Delhi,0,9,3,2.75
Multiple carriers,Delhi,Cochin,1,27,3,6.583333333333333
Jet Airways,Kolkata,Banglore,1,9,6,25.416666666666668
Jet Airways,Banglore,Delhi,1,15,3,7.666666666666667
IndiGo,Kolkata,Banglore,0,6,4,2.5
Multiple carriers,Delhi,Cochin,1,21,3,13.0
Multiple carriers,Delhi,Cochin,1,21,3,12.0
Jet Airways,Kolkata,Banglore,1,21,5,7.25
SpiceJet,Banglore,Delhi,0,24,3,2.8333333333333335
Jet Airways,Banglore,Delhi,0,27,6,2.75
Vistara,Banglore,Delhi,0,3,3,2.6666666666666665
IndiGo,Delhi,Cochin,1,21,5,6.916666666666667
Jet Airways,Kolkata,Banglore,1,1,4,6.083333333333333
Jet Airways,Delhi,Cochin,2,21,5,19.916666666666668
Multiple carriers,Delhi,Cochin,1,15,6,7.0
Jet Airways,Delhi,Cochin,1,1,6,23.75
IndiGo,Banglore,Delhi,1,3,3,4.833333333333333
Jet Airways,Delhi,Cochin,1,6,6,5.5
Air India,Kolkata,Banglore,1,12,5,9.083333333333334
Jet Airways,Kolkata,Banglore,1,24,3,24.916666666666668
Jet Airways,Delhi,Cochin,2,24,6,23.833333333333332
GoAir,Delhi,Cochin,1,15,4,6.166666666666667
Jet Airways,Banglore,Delhi,1,1,3,24.25
Vistara,Banglore,Delhi,0,27,4,2.6666666666666665
SpiceJet,Kolkata,Banglore,0,1,4,2.4166666666666665
IndiGo,Delhi,Cochin,0,15,5,3.25
Jet Airways,Kolkata,Banglore,1,9,6,5.5
SpiceJet,Mumbai,Hyderabad,0,12,5,1.5
Jet Airways,Banglore,Delhi,0,1,4,3.0
Jet Airways,Delhi,Cochin,2,6,6,13.5
Jet Airways,Delhi,Cochin,1,21,5,10.916666666666666
Multiple carriers,Delhi,Cochin,1,12,6,12.0
Jet Airways,Kolkata,Banglore,1,9,5,14.0
Air India,Delhi,Cochin,2,27,5,24.833333333333332
Jet Airways,Banglore,Delhi,1,18,3,12.666666666666666
IndiGo,Banglore,Delhi,0,21,6,2.75
Jet Airways,Mumbai,Hyderabad,0,9,5,1.5
IndiGo,Delhi,Cochin,1,9,6,4.916666666666667
Air India,Delhi,Cochin,2,12,6,30.916666666666668
IndiGo,Banglore,Delhi,0,15,5,2.9166666666666665
SpiceJet,Mumbai,Hyderabad,0,18,6,1.5
IndiGo,Banglore,Delhi,0,3,3,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,12,6,7.583333333333333
Vistara,Delhi,Cochin,0,15,5,3.1666666666666665
IndiGo,Banglore,Delhi,0,1,4,2.75
Jet Airways,Banglore,Delhi,1,6,3,24.25
SpiceJet,Delhi,Cochin,1,15,4,4.5
Multiple carriers,Delhi,Cochin,1,6,3,9.5
Jet Airways,Delhi,Cochin,1,18,5,22.083333333333332
Jet Airways,Delhi,Cochin,2,24,6,29.333333333333332
Multiple carriers,Delhi,Cochin,1,27,6,7.5
IndiGo,Delhi,Cochin,1,3,4,5.0
IndiGo,Banglore,Delhi,0,27,6,3.0
Jet Airways,Mumbai,Hyderabad,0,27,3,1.4166666666666667
SpiceJet,Banglore,Delhi,0,12,5,2.6666666666666665
IndiGo,Kolkata,Banglore,0,3,6,2.5833333333333335
IndiGo,Banglore,Delhi,1,9,3,4.75
Jet Airways,Delhi,Cochin,1,21,5,7.5
IndiGo,Mumbai,Hyderabad,0,21,3,1.4166666666666667
Air India,Kolkata,Banglore,2,1,4,23.166666666666668
Jet Airways,Kolkata,Banglore,1,24,5,16.833333333333332
Jet Airways,Mumbai,Hyderabad,0,21,5,1.4166666666666667
GoAir,Banglore,Delhi,0,6,6,2.75
Jet Airways,Banglore,Delhi,0,1,6,3.0
Jet Airways,Banglore,Delhi,0,6,4,3.0
GoAir,Delhi,Cochin,1,6,6,9.0
Air India,Kolkata,Banglore,2,9,6,23.166666666666668
Air India,Delhi,Cochin,3,18,5,38.0
Jet Airways,Kolkata,Banglore,1,9,6,9.833333333333334
IndiGo,Delhi,Cochin,1,6,3,6.166666666666667
Jet Airways,Banglore,Delhi,1,18,3,9.5
Jet Airways,Kolkata,Banglore,1,9,6,12.5
IndiGo,Delhi,Cochin,0,15,4,3.25
IndiGo,Kolkata,Banglore,1,3,4,4.25
Jet Airways,Delhi,Cochin,2,21,3,23.666666666666668
Jet Airways,Banglore,Delhi,0,15,5,3.0
Jet Airways,Delhi,Cochin,2,27,6,13.5
Vistara,Chennai,Kolkata,0,3,6,2.3333333333333335
Air India,Banglore,Delhi,1,15,3,25.166666666666668
Air India,Kolkata,Banglore,0,15,5,2.5
IndiGo,Delhi,Cochin,1,9,5,5.083333333333333
Air Asia,Delhi,Cochin,1,1,6,5.666666666666667
GoAir,Delhi,Cochin,1,21,3,5.833333333333333
Jet Airways,Delhi,Cochin,1,6,6,9.0
SpiceJet,Kolkata,Banglore,0,18,6,2.4166666666666665
Multiple carriers,Delhi,Cochin,1,21,3,7.166666666666667
Jet Airways,Delhi,Cochin,2,27,6,18.25
SpiceJet,Mumbai,Hyderabad,0,12,5,1.5
Air India,Delhi,Cochin,2,9,5,24.833333333333332
Jet Airways,Banglore,Delhi,0,21,5,2.75
IndiGo,Kolkata,Banglore,1,24,5,4.416666666666667
Multiple carriers,Delhi,Cochin,1,24,6,11.75
Multiple carriers,Delhi,Cochin,1,27,3,7.5
Air India,Delhi,Cochin,1,27,5,6.25
Jet Airways,Mumbai,Hyderabad,0,24,5,1.5
Jet Airways,Mumbai,Hyderabad,0,24,5,1.4166666666666667
IndiGo,Banglore,Delhi,0,6,4,2.8333333333333335
Air India,Kolkata,Banglore,1,6,6,28.333333333333332
IndiGo,Chennai,Kolkata,0,24,6,2.3333333333333335
IndiGo,Delhi,Cochin,1,3,6,13.916666666666666
IndiGo,Delhi,Cochin,1,3,6,5.083333333333333
Multiple carriers,Delhi,Cochin,1,27,6,10.5
Jet Airways,Kolkata,Banglore,1,21,5,12.333333333333334
Jet Airways,Mumbai,Hyderabad,0,9,5,1.4166666666666667
Air India,Delhi,Cochin,2,27,3,16.166666666666668
Air India,Banglore,Delhi,0,6,4,2.75
Jet Airways,Delhi,Cochin,2,9,6,18.75
IndiGo,Banglore,Delhi,1,1,3,4.333333333333333
SpiceJet,Delhi,Cochin,1,9,6,5.25
Jet Airways,Banglore,Delhi,0,9,4,2.75
IndiGo,Delhi,Cochin,1,18,5,9.5
Jet Airways,Mumbai,Hyderabad,0,12,6,1.5
IndiGo,Delhi,Cochin,1,6,3,10.583333333333334
Multiple carriers,Delhi,Cochin,1,15,5,10.75
Air India,Kolkata,Banglore,1,21,5,9.083333333333334
IndiGo,Chennai,Kolkata,0,9,3,2.3333333333333335
Multiple carriers,Delhi,Cochin,1,3,3,8.0
Jet Airways,Delhi,Cochin,1,6,3,20.666666666666668
Jet Airways,Banglore,Delhi,0,24,4,3.0
Multiple carriers,Delhi,Cochin,1,9,3,13.75
Jet Airways,Banglore,Delhi,0,9,5,3.0833333333333335
SpiceJet,Delhi,Cochin,1,15,5,5.25
Air India,Mumbai,Hyderabad,1,12,3,13.5
Jet Airways,Kolkata,Banglore,1,6,5,8.416666666666666
Air India,Kolkata,Banglore,2,6,5,19.416666666666668
IndiGo,Delhi,Cochin,1,24,5,13.5
Air India,Kolkata,Banglore,2,12,6,14.583333333333334
Jet Airways,Delhi,Cochin,1,12,6,20.416666666666668
Jet Airways,Banglore,Delhi,1,6,3,12.166666666666666
Jet Airways,Delhi,Cochin,1,24,6,15.416666666666666
Multiple carriers,Delhi,Cochin,1,24,6,7.833333333333333
Multiple carriers,Delhi,Cochin,1,3,3,15.25
IndiGo,Banglore,Delhi,0,12,6,2.9166666666666665
Air India,Banglore,Delhi,1,15,3,6.833333333333333
Jet Airways,Kolkata,Banglore,1,6,5,24.166666666666668
Air India,Kolkata,Banglore,1,12,6,23.916666666666668
Jet Airways,Delhi,Cochin,1,18,5,23.583333333333332
Jet Airways,Kolkata,Banglore,1,12,5,14.0
Jet Airways,Kolkata,Banglore,1,24,5,28.833333333333332
Vistara,Delhi,Cochin,0,9,4,3.1666666666666665
Jet Airways,Kolkata,Banglore,1,18,5,27.583333333333332
Jet Airways,Kolkata,Banglore,1,21,5,7.5
SpiceJet,Delhi,Cochin,1,6,6,4.916666666666667
Multiple carriers,Delhi,Cochin,2,21,3,11.583333333333334
Multiple carriers,Delhi,Cochin,1,24,6,15.166666666666666
Jet Airways,Kolkata,Banglore,1,24,3,23.916666666666668
Air India,Kolkata,Banglore,2,24,5,18.333333333333332
Jet Airways,Delhi,Cochin,1,21,5,22.083333333333332
SpiceJet,Mumbai,Hyderabad,0,27,6,1.5
Jet Airways,Kolkata,Banglore,1,18,5,22.25
SpiceJet,Banglore,Delhi,0,24,4,2.9166666666666665
Jet Airways,Kolkata,Banglore,1,6,5,24.166666666666668
Jet Airways,Delhi,Cochin,1,9,3,22.0
Jet Airways,Banglore,Delhi,1,18,3,7.25
SpiceJet,Delhi,Cochin,1,9,4,5.25
Jet Airways,Kolkata,Banglore,1,1,4,23.833333333333332
IndiGo,Delhi,Cochin,1,3,3,5.333333333333333
Jet Airways,Kolkata,Banglore,1,15,5,14.416666666666666
Multiple carriers,Delhi,Cochin,1,18,5,8.0
Jet Airways,Delhi,Cochin,1,12,6,17.333333333333332
IndiGo,Banglore,Delhi,0,9,4,2.9166666666666665
Air Asia,Banglore,Delhi,0,3,3,2.8333333333333335
Multiple carriers,Delhi,Cochin,1,6,3,13.916666666666666
Multiple carriers,Delhi,Cochin,1,21,5,10.5
IndiGo,Banglore,Delhi,0,1,5,2.8333333333333335
IndiGo,Banglore,Delhi,0,27,4,2.8333333333333335
Air Asia,Banglore,Delhi,0,12,5,2.8333333333333335
Air India,Kolkata,Banglore,2,6,6,13.416666666666666
Air India,Banglore,Delhi,0,1,6,2.75
Air India,Kolkata,Banglore,1,24,3,12.416666666666666
Air India,Banglore,Delhi,1,3,3,8.25
Air India,Kolkata,Banglore,2,15,5,27.75
Jet Airways,Kolkata,Banglore,1,9,6,17.916666666666668
Jet Airways,Banglore,Delhi,0,21,5,2.9166666666666665
IndiGo,Kolkata,Banglore,1,6,5,3.6666666666666665
Air India,Delhi,Cochin,1,9,3,15.25
Air India,Banglore,Delhi,0,21,5,2.75
Jet Airways,Kolkata,Banglore,1,24,3,12.083333333333334
Jet Airways,Delhi,Cochin,2,27,6,22.0
Air India,Delhi,Cochin,2,27,3,12.25
IndiGo,Chennai,Kolkata,0,27,6,2.3333333333333335
Multiple carriers,Delhi,Cochin,1,21,5,10.666666666666666
Jet Airways,Kolkata,Banglore,1,24,3,23.416666666666668
GoAir,Delhi,Cochin,1,6,4,6.166666666666667
Air India,Delhi,Cochin,0,6,3,3.0
Multiple carriers,Delhi,Cochin,1,15,5,7.583333333333333
Jet Airways,Delhi,Cochin,1,6,6,28.0
IndiGo,Kolkata,Banglore,1,9,5,5.416666666666667
Air India,Delhi,Cochin,2,27,6,7.25
IndiGo,Delhi,Cochin,1,21,5,12.5
Multiple carriers,Delhi,Cochin,1,15,6,9.0
Multiple carriers,Delhi,Cochin,1,15,5,15.416666666666666
IndiGo,Kolkata,Banglore,0,27,5,2.5833333333333335
Jet Airways,Kolkata,Banglore,1,12,6,8.416666666666666
Jet Airways,Kolkata,Banglore,1,6,6,7.25
Air India,Kolkata,Banglore,2,9,5,15.333333333333334
Jet Airways,Kolkata,Banglore,1,12,6,9.833333333333334
IndiGo,Mumbai,Hyderabad,0,18,5,1.5
Jet Airways,Kolkata,Banglore,1,9,5,16.75
IndiGo,Banglore,Delhi,0,24,4,2.75
Air India,Kolkata,Banglore,2,21,5,15.333333333333334
IndiGo,Kolkata,Banglore,0,6,4,2.5833333333333335
Air Asia,Delhi,Cochin,1,27,6,14.5
Air India,Delhi,Cochin,0,27,6,2.8333333333333335
Jet Airways,Banglore,Delhi,1,15,3,9.166666666666666
Air India,Kolkata,Banglore,2,18,5,18.333333333333332
Jet Airways,Delhi,Cochin,2,27,5,22.916666666666668
Jet Airways,Mumbai,Hyderabad,0,9,5,1.5
IndiGo,Banglore,Delhi,0,15,5,2.75
Vistara,Kolkata,Banglore,1,18,5,15.5
Multiple carriers,Delhi,Cochin,1,18,5,15.333333333333334
Jet Airways,Banglore,Delhi,0,24,5,3.0
Multiple carriers,Delhi,Cochin,1,9,6,7.666666666666667
IndiGo,Delhi,Cochin,1,15,6,10.583333333333334
IndiGo,Delhi,Cochin,1,27,3,10.75
Multiple carriers,Delhi,Cochin,1,27,6,10.25
Air India,Banglore,Delhi,2,3,3,17.166666666666668
IndiGo,Delhi,Cochin,1,15,5,12.5
IndiGo,Delhi,Cochin,1,12,6,8.0
Jet Airways,Kolkata,Banglore,1,9,5,11.083333333333334
Jet Airways,Banglore,Delhi,0,3,6,2.9166666666666665
Air India,Mumbai,Hyderabad,0,15,6,1.5
Jet Airways,Delhi,Cochin,1,18,5,10.916666666666666
SpiceJet,Kolkata,Banglore,0,15,3,2.5
Jet Airways,Delhi,Cochin,2,15,6,24.333333333333332
IndiGo,Banglore,Delhi,0,1,6,2.9166666666666665
IndiGo,Mumbai,Hyderabad,0,18,6,1.5
Multiple carriers,Delhi,Cochin,1,3,6,13.25
Jet Airways,Banglore,Delhi,1,21,3,4.666666666666667
Multiple carriers,Delhi,Cochin,1,9,6,13.0
Jet Airways,Kolkata,Banglore,1,12,6,16.0
Air India,Kolkata,Banglore,2,24,5,17.416666666666668
Jet Airways,Kolkata,Banglore,1,6,5,12.166666666666666
IndiGo,Delhi,Cochin,1,12,6,9.5
Jet Airways,Delhi,Cochin,1,9,5,10.0
SpiceJet,Mumbai,Hyderabad,0,15,3,1.3333333333333333
Multiple carriers,Delhi,Cochin,1,9,6,8.0
IndiGo,Delhi,Cochin,1,3,3,5.916666666666667
Air India,Delhi,Cochin,2,15,5,23.666666666666668
Jet Airways,Kolkata,Banglore,1,21,5,24.916666666666668
Multiple carriers,Delhi,Cochin,1,6,6,7.5
Jet Airways,Delhi,Cochin,2,9,5,26.916666666666668
Multiple carriers,Delhi,Cochin,1,27,5,12.166666666666666
IndiGo,Delhi,Cochin,1,3,3,6.666666666666667
Jet Airways,Kolkata,Banglore,2,6,6,14.333333333333334
Jet Airways,Delhi,Cochin,1,6,6,5.583333333333333
Jet Airways,Mumbai,Hyderabad,0,24,3,1.5
Air India,Banglore,Delhi,0,27,4,2.8333333333333335
Jet Airways,Banglore,Delhi,1,21,3,18.5
Multiple carriers,Delhi,Cochin,1,6,6,9.333333333333334
Jet Airways,Delhi,Cochin,2,9,6,18.166666666666668
SpiceJet,Banglore,Delhi,0,6,4,2.9166666666666665
IndiGo,Banglore,Delhi,0,21,6,2.8333333333333335
IndiGo,Delhi,Cochin,1,27,3,8.833333333333334
Air India,Delhi,Cochin,2,15,6,13.333333333333334
Jet Airways,Delhi,Cochin,2,21,3,29.833333333333332
Jet Airways,Kolkata,Banglore,1,21,5,23.833333333333332
GoAir,Delhi,Cochin,1,6,4,5.916666666666667
Air India,Kolkata,Banglore,1,21,5,10.416666666666666
Jet Airways,Banglore,Delhi,1,18,3,10.666666666666666
Vistara,Banglore,Delhi,0,12,4,2.8333333333333335
Jet Airways,Delhi,Cochin,2,24,6,7.333333333333333
Jet Airways,Kolkata,Banglore,1,21,5,12.25
Air India,Delhi,Cochin,1,6,6,9.5
Air India,Kolkata,Banglore,0,3,5,2.5833333333333335
