Airline,Source,Destination,Total_Stops,Price,Journey_day,Journey_month,Total_Duration
Jet Airways,Delhi,Cochin,2 stops,7791,21,3,10.0
Air India,Delhi,Cochin,1 stop,5704,21,3,16.833333333333332
IndiGo,Kolkata,Banglore,1 stop,5268,21,5,5.666666666666667
GoAir,Banglore,Delhi,non-stop,3898,6,6,2.833333333333333
SpiceJet,Kolkata,Banglore,non-stop,3847,15,3,2.5
Multiple carriers,Delhi,Cochin,1 stop,10877,12,6,11.5
Multiple carriers,Delhi,Cochin,1 stop,8371,9,4,10.5
Multiple carriers,Delhi,Cochin,1 stop,7038,6,6,15.333333333333334
Jet Airways,Kolkata,Banglore,1 stop,14571,9,6,9.833333333333334
Jet Airways,Kolkata,Banglore,1 stop,11841,9,6,13.333333333333334
Jet Airways,Delhi,Cochin,2 stops,15129,18,5,23.166666666666668
SpiceJet,Kolkata,Banglore,non-stop,3841,15,6,2.333333333333333
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,25.08333333333333
Air India,Kolkata,Banglore,non-stop,4460,6,4,2.583333333333333
IndiGo,Banglore,Delhi,non-stop,7648,3,3,2.9166666666666665
Vistara,Kolkata,Banglore,1 stop,8610,6,6,13.166666666666666
IndiGo,Chennai,Kolkata,non-stop,3597,18,6,2.333333333333333
IndiGo,Delhi,Cochin,1 stop,6442,24,6,8.583333333333334
IndiGo,Delhi,Cochin,1 stop,12351,9,3,14.333333333333334
Multiple carriers,Delhi,Cochin,1 stop,14067,21,5,8.0
IndiGo,Banglore,Delhi,non-stop,4823,15,5,2.833333333333333
Vistara,Kolkata,Banglore,1 stop,12102,24,3,29.166666666666668
Jet Airways,Mumbai,Hyderabad,non-stop,8040,24,5,1.4166666666666667
IndiGo,Banglore,Delhi,non-stop,7648,3,3,2.9166666666666665
IndiGo,Delhi,Cochin,1 stop,6582,9,5,5.416666666666667
Vistara,Banglore,Delhi,non-stop,4668,12,6,2.833333333333333
IndiGo,Banglore,Delhi,non-stop,4823,1,4,2.833333333333333
SpiceJet,Kolkata,Banglore,non-stop,3873,1,5,2.333333333333333
Multiple carriers,Delhi,Cochin,1 stop,8476,18,5,8.916666666666666
IndiGo,Delhi,Cochin,1 stop,5636,27,5,5.25
Jet Airways,Kolkata,Banglore,1 stop,8586,12,5,11.416666666666666
IndiGo,Banglore,Delhi,non-stop,4823,6,6,2.9166666666666665
Air India,Delhi,Cochin,non-stop,6881,6,3,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,10844,9,5,8.5
IndiGo,Kolkata,Banglore,1 stop,4226,24,4,3.6666666666666665
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,23.75
Air India,Kolkata,Banglore,2 stops,10697,6,6,13.5
Jet Airways,Mumbai,Hyderabad,non-stop,4995,3,6,1.5
Air India,Delhi,Cochin,2 stops,9443,24,6,26.58333333333333
Jet Airways,Delhi,Cochin,2 stops,13029,18,5,22.916666666666668
Jet Airways,Delhi,Cochin,2 stops,12347,21,3,34.0
Multiple carriers,Delhi,Cochin,1 stop,7408,9,6,8.0
Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,14.416666666666666
Jet Airways,Delhi,Cochin,1 stop,13843,6,3,15.416666666666666
IndiGo,Kolkata,Banglore,non-stop,4174,12,4,2.583333333333333
Multiple carriers,Delhi,Cochin,3 stops,16294,15,5,9.416666666666666
SpiceJet,Kolkata,Banglore,non-stop,3841,18,5,2.583333333333333
IndiGo,Banglore,Delhi,non-stop,4423,15,6,2.833333333333333
Air India,Delhi,Cochin,non-stop,5201,12,6,2.833333333333333
Air India,Banglore,Delhi,2 stops,12599,3,3,28.416666666666668
IndiGo,Mumbai,Hyderabad,non-stop,4049,21,5,1.5
Air India,Kolkata,Banglore,2 stops,12797,24,5,25.08333333333333
Jet Airways,Kolkata,Banglore,1 stop,13067,24,5,14.5
Vistara,Kolkata,Banglore,1 stop,9345,24,5,22.5
IndiGo,Delhi,Cochin,1 stop,6818,21,5,7.083333333333333
Jet Airways,Mumbai,Hyderabad,non-stop,8040,3,5,1.5
Jet Airways,Delhi,Cochin,2 stops,14300,12,6,18.25
Multiple carriers,Delhi,Cochin,1 stop,13727,15,5,7.25
Jet Airways,Banglore,Delhi,1 stop,7832,21,3,17.5
Multiple carriers,Delhi,Cochin,1 stop,16259,9,3,8.916666666666666
IndiGo,Banglore,Delhi,non-stop,4823,27,6,2.833333333333333
Jet Airways,Banglore,Delhi,1 stop,16736,6,3,20.58333333333333
Air India,Kolkata,Banglore,2 stops,13217,6,6,20.0
Multiple carriers,Delhi,Cochin,1 stop,6637,27,3,8.166666666666666
Jet Airways,Kolkata,Banglore,1 stop,10844,9,6,17.083333333333332
Multiple carriers,Delhi,Cochin,1 stop,8401,21,3,9.25
SpiceJet,Kolkata,Banglore,non-stop,3873,12,4,2.4166666666666665
Jet Airways,Delhi,Cochin,2 stops,12410,24,6,8.416666666666666
Jet Airways,Delhi,Cochin,2 stops,15129,18,5,13.5
IndiGo,Banglore,Delhi,non-stop,4423,1,5,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,16079,27,5,6.0
Air India,Kolkata,Banglore,2 stops,15894,6,6,18.416666666666668
Multiple carriers,Delhi,Cochin,1 stop,9103,15,5,14.083333333333334
Air India,Delhi,Cochin,1 stop,8991,12,6,22.5
Air India,Kolkata,Banglore,2 stops,7893,1,4,25.5
IndiGo,Mumbai,Hyderabad,non-stop,4575,3,3,1.5
SpiceJet,Kolkata,Banglore,non-stop,3873,3,5,2.4166666666666665
Jet Airways,Banglore,Delhi,1 stop,7832,21,3,15.583333333333334
IndiGo,Chennai,Kolkata,non-stop,3597,1,5,2.333333333333333
Jet Airways,Kolkata,Banglore,1 stop,13759,24,3,26.25
Jet Airways,Banglore,Delhi,non-stop,7229,27,5,3.083333333333333
SpiceJet,Kolkata,Banglore,non-stop,3873,15,4,2.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,9794,15,5,13.0
Air India,Delhi,Cochin,1 stop,6681,27,3,18.75
IndiGo,Banglore,Delhi,non-stop,4423,21,4,3.0
Jet Airways,Kolkata,Banglore,1 stop,10844,15,5,11.416666666666666
IndiGo,Delhi,Cochin,1 stop,7258,1,6,11.75
Jet Airways,Mumbai,Hyderabad,non-stop,4995,12,6,1.5
Jet Airways,Delhi,Cochin,1 stop,14924,9,6,22.08333333333333
Vistara,Banglore,Delhi,1 stop,6590,15,3,27.75
Jet Airways,Delhi,Cochin,1 stop,10262,3,6,15.666666666666666
SpiceJet,Kolkata,Banglore,non-stop,5515,9,3,2.5
Jet Airways,Delhi,Cochin,2 stops,6643,27,3,24.58333333333333
IndiGo,Mumbai,Hyderabad,non-stop,2754,24,6,1.5
IndiGo,Delhi,Cochin,1 stop,6493,9,6,5.166666666666667
IndiGo,Kolkata,Banglore,1 stop,6218,24,5,5.416666666666667
Air India,Delhi,Cochin,2 stops,10861,6,6,13.333333333333334
IndiGo,Delhi,Cochin,1 stop,7094,6,3,8.583333333333334
SpiceJet,Mumbai,Hyderabad,non-stop,2227,24,3,1.4166666666666667
Jet Airways,Banglore,Delhi,non-stop,4544,21,4,3.0
Air India,Banglore,Delhi,2 stops,7664,21,3,10.5
Jet Airways,Banglore,Delhi,non-stop,8016,27,6,3.0
Air Asia,Kolkata,Banglore,non-stop,3807,27,5,2.5
Air India,Delhi,Cochin,2 stops,12698,3,6,12.083333333333334
Jet Airways,Kolkata,Banglore,1 stop,8586,24,5,22.166666666666668
Jet Airways,Kolkata,Banglore,1 stop,7064,1,4,22.166666666666668
IndiGo,Delhi,Cochin,non-stop,5601,9,6,3.25
SpiceJet,Delhi,Cochin,1 stop,7317,21,5,6.333333333333333
Air India,Kolkata,Banglore,3 stops,12797,6,5,24.5
IndiGo,Kolkata,Banglore,1 stop,4226,6,4,4.25
Jet Airways,Kolkata,Banglore,1 stop,14151,12,5,6.583333333333333
IndiGo,Delhi,Cochin,1 stop,6628,27,3,14.833333333333334
IndiGo,Banglore,Delhi,non-stop,8033,9,3,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,11200,1,6,8.416666666666666
IndiGo,Kolkata,Banglore,non-stop,4804,24,6,2.583333333333333
Air Asia,Kolkata,Banglore,1 stop,5192,12,6,12.0
Jet Airways,Delhi,Cochin,2 stops,13014,12,6,18.75
Jet Airways,Kolkata,Banglore,1 stop,10844,21,5,25.416666666666668
Multiple carriers,Delhi,Cochin,1 stop,15603,6,3,8.5
GoAir,Banglore,Delhi,non-stop,4239,3,4,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,13044,12,6,20.0
Jet Airways,Delhi,Cochin,1 stop,12898,27,5,24.75
SpiceJet,Kolkata,Banglore,1 stop,6013,1,4,8.666666666666666
Jet Airways,Kolkata,Banglore,1 stop,14781,6,5,6.083333333333333
Jet Airways,Delhi,Cochin,1 stop,12557,21,3,10.916666666666666
Multiple carriers,Delhi,Cochin,1 stop,13875,6,3,14.083333333333334
Jet Airways,Delhi,Cochin,2 stops,11507,15,6,18.83333333333333
Air India,Kolkata,Banglore,non-stop,5510,18,6,2.5
GoAir,Kolkata,Banglore,1 stop,10198,24,3,7.666666666666667
Jet Airways,Kolkata,Banglore,1 stop,8355,12,6,7.25
Jet Airways,Banglore,Delhi,non-stop,8016,1,6,3.083333333333333
IndiGo,Delhi,Cochin,1 stop,6314,27,5,10.416666666666666
Air India,Delhi,Cochin,non-stop,5831,9,3,2.833333333333333
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,9.166666666666666
Multiple carriers,Delhi,Cochin,1 stop,15136,6,3,11.666666666666666
Jet Airways,Banglore,Delhi,1 stop,7832,21,3,13.833333333333334
SpiceJet,Chennai,Kolkata,non-stop,3859,24,3,2.25
IndiGo,Kolkata,Banglore,non-stop,4174,6,4,2.5
Jet Airways,Banglore,Delhi,1 stop,19225,6,3,5.666666666666667
IndiGo,Delhi,Cochin,1 stop,10518,9,3,16.25
IndiGo,Banglore,Delhi,non-stop,4823,6,4,2.9166666666666665
Air India,Banglore,Delhi,non-stop,7276,24,3,2.75
Multiple carriers,Delhi,Cochin,1 stop,12192,9,6,9.0
Air Asia,Delhi,Cochin,1 stop,11410,1,6,14.416666666666666
Air India,Kolkata,Banglore,2 stops,13033,21,5,15.333333333333334
IndiGo,Kolkata,Banglore,non-stop,4804,27,6,2.5
Jet Airways,Kolkata,Banglore,1 stop,10844,15,5,25.83333333333333
Air India,Delhi,Cochin,2 stops,12436,12,6,30.33333333333333
IndiGo,Banglore,Delhi,non-stop,4823,21,6,2.9166666666666665
IndiGo,Mumbai,Hyderabad,non-stop,2227,3,6,1.5
Jet Airways,Delhi,Cochin,1 stop,10262,1,6,15.666666666666666
Jet Airways,Delhi,Cochin,1 stop,17024,3,3,20.416666666666668
Jet Airways,Delhi,Cochin,2 stops,9296,27,3,22.08333333333333
Air India,Delhi,Cochin,non-stop,6094,6,6,3.083333333333333
Jet Airways,Kolkata,Banglore,1 stop,8586,9,6,20.25
Jet Airways,Delhi,Cochin,2 stops,10919,15,6,21.666666666666668
GoAir,Kolkata,Banglore,1 stop,9495,9,6,7.583333333333333
Jet Airways,Delhi,Cochin,1 stop,14714,12,6,6.583333333333333
Air India,Delhi,Cochin,non-stop,5201,24,6,3.0
Air India,Delhi,Cochin,2 stops,7090,27,3,23.666666666666668
IndiGo,Mumbai,Hyderabad,non-stop,4575,15,5,1.5
Multiple carriers,Delhi,Cochin,1 stop,9646,15,5,9.083333333333334
IndiGo,Delhi,Cochin,1 stop,5636,12,6,5.416666666666667
Multiple carriers,Delhi,Cochin,1 stop,9646,15,6,9.083333333333334
Jet Airways,Mumbai,Hyderabad,non-stop,4050,9,3,1.5
Jet Airways,Delhi,Cochin,1 stop,14714,9,6,21.166666666666668
IndiGo,Kolkata,Banglore,non-stop,4804,18,6,2.5
Jet Airways,Delhi,Cochin,1 stop,10577,9,6,24.75
GoAir,Banglore,Delhi,non-stop,3898,15,6,2.75
Jet Airways,Kolkata,Banglore,1 stop,14571,6,6,16.0
Jet Airways,Delhi,Cochin,2 stops,10919,15,6,21.666666666666668
Jet Airways,Banglore,Delhi,non-stop,8016,18,6,2.75
IndiGo,Delhi,Cochin,1 stop,6287,21,3,7.083333333333333
Air India,Kolkata,Banglore,1 stop,8366,6,6,15.083333333333334
Jet Airways,Delhi,Cochin,1 stop,15400,6,3,7.333333333333333
Vistara,Banglore,Delhi,non-stop,8553,3,3,2.6666666666666665
SpiceJet,Kolkata,Banglore,non-stop,3841,9,4,2.583333333333333
Air India,Delhi,Cochin,2 stops,10021,9,4,25.75
SpiceJet,Chennai,Kolkata,non-stop,3597,24,6,2.333333333333333
IndiGo,Chennai,Kolkata,non-stop,4332,24,5,2.4166666666666665
GoAir,Banglore,Delhi,non-stop,3898,21,6,2.75
Jet Airways,Mumbai,Hyderabad,2 stops,21375,6,3,27.75
Vistara,Kolkata,Banglore,1 stop,8610,6,6,16.25
IndiGo,Kolkata,Banglore,non-stop,4804,15,6,2.583333333333333
Air India,Delhi,Cochin,2 stops,13591,1,6,28.83333333333333
Jet Airways,Kolkata,Banglore,1 stop,14781,6,5,9.833333333333334
Jet Airways,Banglore,Delhi,1 stop,9134,15,3,5.25
Air India,Delhi,Cochin,2 stops,10493,9,6,25.75
Jet Airways,Banglore,Delhi,1 stop,8147,24,3,21.33333333333333
SpiceJet,Kolkata,Banglore,non-stop,3873,21,6,2.333333333333333
Jet Airways,Kolkata,Banglore,1 stop,14571,9,6,17.083333333333332
Air India,Banglore,Delhi,2 stops,11003,3,3,10.916666666666666
Jet Airways,Delhi,Cochin,1 stop,10262,3,6,9.166666666666666
Jet Airways,Delhi,Cochin,1 stop,12719,21,3,16.583333333333332
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,22.08333333333333
Air India,Banglore,Delhi,non-stop,7171,21,6,2.75
SpiceJet,Banglore,Delhi,non-stop,4423,27,4,2.6666666666666665
Multiple carriers,Delhi,Cochin,1 stop,12616,9,3,8.166666666666666
Air India,Delhi,Cochin,2 stops,12970,1,6,26.0
Jet Airways,Kolkata,Banglore,1 stop,14914,24,3,12.916666666666666
Jet Airways,Mumbai,Hyderabad,non-stop,3210,6,5,1.4166666666666667
GoAir,Banglore,Delhi,non-stop,4632,21,4,2.9166666666666665
Jet Airways,Delhi,Cochin,1 stop,12373,9,5,10.916666666666666
IndiGo,Kolkata,Banglore,non-stop,4804,15,6,2.5
Multiple carriers,Delhi,Cochin,3 stops,21829,3,3,9.416666666666666
Multiple carriers,Delhi,Cochin,1 stop,13587,1,6,13.0
Jet Airways,Delhi,Cochin,2 stops,12819,27,6,29.33333333333333
Air Asia,Delhi,Cochin,1 stop,6151,27,3,11.0
Jet Airways,Banglore,Delhi,non-stop,8016,1,6,2.9166666666666665
Multiple carriers,Delhi,Cochin,1 stop,15135,6,3,11.333333333333334
IndiGo,Delhi,Cochin,1 stop,6794,21,5,8.333333333333334
Vistara,Kolkata,Banglore,1 stop,8610,15,5,27.33333333333333
Air India,Kolkata,Banglore,2 stops,12723,18,5,30.666666666666668
Air India,Kolkata,Banglore,1 stop,7662,6,6,25.25
Multiple carriers,Delhi,Cochin,1 stop,14343,9,3,8.583333333333334
Multiple carriers,Delhi,Cochin,1 stop,6795,1,6,15.166666666666666
SpiceJet,Kolkata,Banglore,non-stop,3873,9,5,2.333333333333333
IndiGo,Mumbai,Hyderabad,non-stop,2754,12,6,1.5
Air India,Mumbai,Hyderabad,1 stop,16666,6,3,15.083333333333334
Multiple carriers,Delhi,Cochin,1 stop,11098,1,6,7.666666666666667
Jet Airways,Kolkata,Banglore,1 stop,10539,9,6,29.08333333333333
Air India,Delhi,Cochin,1 stop,9929,27,5,12.25
Jet Airways,Kolkata,Banglore,1 stop,10844,12,5,23.83333333333333
Jet Airways,Kolkata,Banglore,1 stop,12692,6,6,28.83333333333333
Jet Airways,Delhi,Cochin,1 stop,9212,21,3,7.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,13727,15,5,10.5
Air Asia,Banglore,Delhi,non-stop,4282,15,6,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,10844,24,5,21.416666666666668
Air India,Delhi,Cochin,1 stop,7480,27,6,16.083333333333332
IndiGo,Banglore,Delhi,non-stop,4823,1,5,3.0
Jet Airways,Delhi,Cochin,1 stop,12373,18,5,13.75
Multiple carriers,Delhi,Cochin,1 stop,7215,21,3,9.333333333333334
Air India,Delhi,Cochin,1 stop,7480,9,5,27.33333333333333
Multiple carriers,Delhi,Cochin,1 stop,8143,24,6,12.0
IndiGo,Banglore,Delhi,non-stop,4823,3,5,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,10844,6,6,12.25
SpiceJet,Banglore,Delhi,non-stop,5621,12,4,2.9166666666666665
Vistara,Kolkata,Banglore,1 stop,9555,18,5,24.0
IndiGo,Banglore,Delhi,non-stop,4777,21,3,2.75
SpiceJet,Banglore,Delhi,non-stop,7648,3,3,2.9166666666666665
IndiGo,Kolkata,Banglore,1 stop,10308,1,4,4.916666666666667
Jet Airways,Delhi,Cochin,2 stops,21219,24,5,7.333333333333333
IndiGo,Kolkata,Banglore,1 stop,11319,6,5,4.916666666666667
Jet Airways,Kolkata,Banglore,1 stop,10844,15,5,23.58333333333333
Multiple carriers,Delhi,Cochin,1 stop,15078,9,5,7.25
SpiceJet,Mumbai,Hyderabad,non-stop,2017,1,5,1.5
Air Asia,Kolkata,Banglore,non-stop,4409,1,6,2.5
IndiGo,Delhi,Cochin,1 stop,5054,9,6,4.583333333333333
Air India,Banglore,Delhi,2 stops,10111,15,3,16.333333333333332
SpiceJet,Banglore,Delhi,non-stop,4273,18,3,2.833333333333333
Jet Airways,Delhi,Cochin,2 stops,8728,21,3,28.916666666666668
Air India,Kolkata,Banglore,1 stop,8576,24,5,15.083333333333334
Jet Airways,Banglore,Delhi,non-stop,8016,3,6,3.0
Jet Airways,Banglore,Delhi,non-stop,8016,9,6,2.9166666666666665
Jet Airways,Kolkata,Banglore,1 stop,14151,18,5,27.166666666666668
IndiGo,Banglore,Delhi,non-stop,4423,15,4,2.75
Jet Airways,Mumbai,Hyderabad,non-stop,4050,15,6,1.4166666666666667
Jet Airways,Kolkata,Banglore,1 stop,14781,6,5,5.75
Jet Airways,Kolkata,Banglore,1 stop,8586,15,5,12.25
Air Asia,Kolkata,Banglore,1 stop,5162,21,5,3.583333333333333
Jet Airways,Kolkata,Banglore,1 stop,13731,9,6,7.5
Jet Airways,Delhi,Cochin,1 stop,7438,21,3,15.416666666666666
Jet Airways,Kolkata,Banglore,1 stop,14151,15,5,25.33333333333333
Vistara,Banglore,Delhi,non-stop,5613,12,4,2.833333333333333
IndiGo,Kolkata,Banglore,1 stop,5380,15,5,4.833333333333333
Jet Airways,Delhi,Cochin,1 stop,7438,21,3,16.916666666666668
Multiple carriers,Delhi,Cochin,1 stop,9646,1,6,15.416666666666666
Air Asia,Delhi,Cochin,1 stop,6853,15,5,10.416666666666666
Jet Airways,Banglore,Delhi,1 stop,13555,18,3,6.25
IndiGo,Delhi,Cochin,1 stop,5883,15,6,8.0
IndiGo,Delhi,Cochin,1 stop,6171,9,3,7.083333333333333
IndiGo,Mumbai,Hyderabad,non-stop,3175,21,5,1.5
IndiGo,Delhi,Cochin,1 stop,4832,27,3,5.916666666666667
Multiple carriers,Delhi,Cochin,1 stop,13377,1,6,9.5
Jet Airways,Delhi,Cochin,1 stop,10262,24,6,8.666666666666666
Jet Airways,Delhi,Cochin,1 stop,10262,1,6,18.33333333333333
Air India,Delhi,Cochin,2 stops,8603,18,5,19.666666666666668
Jet Airways,Kolkata,Banglore,1 stop,8586,6,6,22.166666666666668
Vistara,Kolkata,Banglore,1 stop,8452,21,5,12.75
Jet Airways,Kolkata,Banglore,1 stop,14231,24,3,23.25
Jet Airways,Delhi,Cochin,1 stop,16289,21,5,11.0
SpiceJet,Banglore,Delhi,non-stop,6860,3,3,2.9166666666666665
IndiGo,Mumbai,Hyderabad,non-stop,2754,9,5,1.5
Multiple carriers,Delhi,Cochin,1 stop,9646,9,6,15.416666666666666
Air India,Chennai,Kolkata,non-stop,4667,27,5,2.25
IndiGo,Kolkata,Banglore,non-stop,4804,21,4,2.583333333333333
IndiGo,Banglore,Delhi,non-stop,4545,9,3,2.75
Jet Airways,Banglore,Delhi,1 stop,25735,1,3,21.5
Jet Airways,Delhi,Cochin,2 stops,12647,21,3,22.916666666666668
Jet Airways,Kolkata,Banglore,1 stop,8586,1,5,18.166666666666668
IndiGo,Chennai,Kolkata,non-stop,5277,9,6,2.333333333333333
IndiGo,Delhi,Cochin,1 stop,6206,27,3,14.083333333333334
Air Asia,Banglore,Delhi,non-stop,4483,12,4,2.75
Vistara,Kolkata,Banglore,1 stop,9870,24,5,25.83333333333333
SpiceJet,Kolkata,Banglore,non-stop,3841,27,6,2.5
SpiceJet,Kolkata,Banglore,non-stop,3815,27,3,2.5
IndiGo,Banglore,Delhi,non-stop,6860,24,3,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,12121,1,5,14.5
Jet Airways,Delhi,Cochin,1 stop,5963,27,3,8.916666666666666
SpiceJet,Banglore,Delhi,non-stop,3625,6,6,2.6666666666666665
SpiceJet,Kolkata,Banglore,non-stop,3841,15,6,2.4166666666666665
IndiGo,Banglore,Delhi,non-stop,4823,12,6,2.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,9646,12,6,6.416666666666667
Jet Airways,Delhi,Cochin,1 stop,10152,27,5,10.333333333333334
IndiGo,Delhi,Cochin,1 stop,7514,3,6,15.666666666666666
Jet Airways,Banglore,Delhi,1 stop,16736,6,3,11.416666666666666
Jet Airways,Kolkata,Banglore,1 stop,13584,6,5,15.166666666666666
Air India,Kolkata,Banglore,2 stops,11222,21,5,23.58333333333333
IndiGo,Chennai,Kolkata,non-stop,3850,1,5,2.333333333333333
Vistara,Banglore,Delhi,non-stop,7608,24,3,2.6666666666666665
Jet Airways,Kolkata,Banglore,1 stop,10844,12,5,20.33333333333333
Multiple carriers,Delhi,Cochin,1 stop,7408,9,6,8.5
Vistara,Chennai,Kolkata,non-stop,3687,18,5,2.25
SpiceJet,Delhi,Cochin,1 stop,11726,3,3,6.25
Jet Airways,Kolkata,Banglore,1 stop,9663,6,5,26.83333333333333
Air India,Kolkata,Banglore,2 stops,12829,24,3,30.75
IndiGo,Delhi,Cochin,1 stop,6069,27,6,5.0
Jet Airways,Kolkata,Banglore,1 stop,8529,12,6,27.33333333333333
Vistara,Kolkata,Banglore,1 stop,8085,9,5,6.416666666666667
Vistara,Banglore,Delhi,non-stop,4878,15,5,2.75
IndiGo,Banglore,Delhi,non-stop,4077,3,4,2.833333333333333
IndiGo,Kolkata,Banglore,1 stop,7605,9,5,5.25
Jet Airways,Delhi,Cochin,2 stops,13014,15,6,22.916666666666668
IndiGo,Delhi,Cochin,1 stop,11600,3,3,14.75
Jet Airways,Kolkata,Banglore,1 stop,14151,12,5,16.75
Air India,Delhi,Cochin,2 stops,12497,24,6,18.416666666666668
Jet Airways,Delhi,Cochin,1 stop,17024,6,3,16.583333333333332
SpiceJet,Chennai,Kolkata,non-stop,6300,9,3,2.583333333333333
Multiple carriers,Delhi,Cochin,1 stop,15147,6,3,7.833333333333333
Multiple carriers,Delhi,Cochin,1 stop,6795,1,6,12.666666666666666
IndiGo,Mumbai,Hyderabad,non-stop,5755,3,3,1.4166666666666667
Air India,Kolkata,Banglore,1 stop,10203,12,5,19.75
Jet Airways,Delhi,Cochin,1 stop,14714,6,6,16.916666666666668
IndiGo,Banglore,Delhi,non-stop,4545,18,3,2.833333333333333
Jet Airways,Kolkata,Banglore,1 stop,14781,15,5,14.25
Air India,Banglore,Delhi,2 stops,11602,12,3,27.58333333333333
IndiGo,Mumbai,Hyderabad,non-stop,4049,6,5,1.5
Jet Airways,Delhi,Cochin,2 stops,13029,9,5,22.916666666666668
Jet Airways,Kolkata,Banglore,1 stop,14571,9,6,12.333333333333334
Air India,Banglore,Delhi,non-stop,6961,9,6,2.75
SpiceJet,Kolkata,Banglore,1 stop,6381,15,5,8.666666666666666
SpiceJet,Kolkata,Banglore,non-stop,3841,1,4,2.583333333333333
Jet Airways,Delhi,Cochin,2 stops,11538,21,3,22.08333333333333
Vistara,Kolkata,Banglore,1 stop,8610,6,5,24.0
Air India,Delhi,Cochin,2 stops,11552,6,3,36.16666666666666
Multiple carriers,Delhi,Cochin,1 stop,7408,1,6,14.0
Jet Airways,Delhi,Cochin,1 stop,10262,27,6,16.833333333333332
Air India,Kolkata,Banglore,2 stops,10991,6,5,27.08333333333333
Multiple carriers,Delhi,Cochin,1 stop,13587,9,6,7.25
Air India,Delhi,Cochin,1 stop,7480,15,5,20.916666666666668
IndiGo,Banglore,Delhi,1 stop,6351,9,3,5.0
Multiple carriers,Delhi,Cochin,1 stop,7153,27,5,7.0
Air Asia,Kolkata,Banglore,non-stop,4409,6,5,2.5
IndiGo,Kolkata,Banglore,1 stop,7228,15,5,5.25
Multiple carriers,Delhi,Cochin,1 stop,11667,27,3,10.833333333333334
SpiceJet,Kolkata,Banglore,1 stop,4649,12,6,5.25
Air India,Kolkata,Banglore,2 stops,12592,9,5,20.916666666666668
Multiple carriers,Delhi,Cochin,1 stop,11789,12,6,8.666666666666666
Air India,Chennai,Kolkata,non-stop,4667,1,6,2.25
Air Asia,Kolkata,Banglore,1 stop,9719,21,5,12.0
Air India,Delhi,Cochin,1 stop,6902,27,3,6.25
Jet Airways,Kolkata,Banglore,1 stop,14781,21,5,8.666666666666666
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,14.166666666666666
Air India,Kolkata,Banglore,2 stops,11522,24,3,32.916666666666664
Air India,Banglore,Delhi,non-stop,6121,21,4,2.833333333333333
Vistara,Kolkata,Banglore,1 stop,8610,6,6,6.416666666666667
Air Asia,Kolkata,Banglore,non-stop,5620,24,3,2.5
IndiGo,Kolkata,Banglore,non-stop,4804,27,5,2.5
Multiple carriers,Delhi,Cochin,1 stop,7005,27,5,10.666666666666666
Jet Airways,Delhi,Cochin,2 stops,15129,1,5,19.916666666666668
Jet Airways,Kolkata,Banglore,1 stop,8586,24,5,8.666666666666666
Multiple carriers,Delhi,Cochin,1 stop,10197,18,5,11.0
Multiple carriers,Delhi,Cochin,1 stop,10667,27,3,10.083333333333334
IndiGo,Kolkata,Banglore,1 stop,11160,12,6,4.916666666666667
Air India,Delhi,Cochin,2 stops,12488,27,5,30.916666666666668
Jet Airways,Kolkata,Banglore,1 stop,10844,18,5,11.416666666666666
Air India,Delhi,Cochin,2 stops,9968,3,6,26.58333333333333
Jet Airways,Banglore,Delhi,non-stop,5198,18,5,3.083333333333333
Jet Airways,Kolkata,Banglore,1 stop,8586,1,5,14.583333333333334
IndiGo,Chennai,Kolkata,non-stop,4332,18,5,2.4166666666666665
IndiGo,Kolkata,Banglore,1 stop,5069,6,5,4.833333333333333
Jet Airways,Banglore,Delhi,non-stop,4544,6,5,3.0
Multiple carriers,Delhi,Cochin,1 stop,14973,3,3,11.5
Air India,Banglore,Delhi,3 stops,13387,12,3,35.333333333333336
SpiceJet,Banglore,Delhi,non-stop,3625,9,6,2.6666666666666665
Jet Airways,Kolkata,Banglore,1 stop,10703,24,5,28.83333333333333
IndiGo,Kolkata,Banglore,non-stop,7615,24,3,2.583333333333333
IndiGo,Banglore,Delhi,non-stop,4823,27,5,2.9166666666666665
Jet Airways,Banglore,Delhi,1 stop,16736,6,3,17.416666666666668
Jet Airways,Kolkata,Banglore,1 stop,9663,9,5,14.833333333333334
Multiple carriers,Delhi,Cochin,1 stop,9205,18,5,10.5
Jet Airways,Delhi,Cochin,1 stop,15554,9,5,5.583333333333333
SpiceJet,Mumbai,Hyderabad,non-stop,1965,15,5,1.5
